transaction_id,transaction_date,hour,amount_usd,category,country,payment_method,card_type,device_type,browser,account_age_days,tx_last_24h,n_items,addr_mismatch,form_fill_time_sec,email_domain,vpn_detected,is_fraud
TXN1007333,2023-07-31 10:38:00,10,55.69,Travel,FR,credit_card,Mastercard,mobile,Chrome,973,1,5,0,172,hotmail.com,0,0
TXN1001071,2023-08-21 15:02:00,15,90.38,Fashion,US,prepaid_card,Discover,mobile,Chrome,1566,1,1,0,55,gmail.com,0,0
TXN1000103,2023-08-17 11:34:00,11,67.93,Electronics,IN,prepaid_card,Discover,tablet,Unknown,20,6,5,1,2,throwam.com,1,1
TXN1005748,2023-10-27 15:03:00,15,220.21,Electronics,RU,debit_card,Mastercard,desktop,Firefox,91,1,3,0,136,yahoo.com,0,0
TXN1001418,2023-09-01 13:53:00,13,295.64,Travel,US,digital_wallet,Discover,desktop,Unknown,835,2,1,0,112,icloud.com,0,0
TXN1001658,2023-09-24 20:48:00,20,1630.91,Luxury,UK,digital_wallet,Mastercard,tablet,Chrome,1437,2,2,0,142,outlook.com,0,0
TXN1005284,2023-06-18 12:19:00,12,421.01,Electronics,US,digital_wallet,Discover,desktop,Chrome,631,3,2,0,99,yahoo.com,0,0
TXN1001149,2023-06-04 16:53:00,16,155.21,Fashion,US,credit_card,Amex,desktop,Chrome,6,3,2,0,77,outlook.com,0,0
TXN1007150,2023-08-30 20:10:00,20,212.0,Electronics,US,debit_card,Discover,desktop,Edge,1143,1,2,1,121,hotmail.com,0,0
TXN1001568,2023-10-19 17:56:00,17,78.8,Software,UK,debit_card,Amex,mobile,Safari,50,1,3,0,121,outlook.com,0,0
TXN1001087,2023-10-24 09:14:00,9,786.61,Travel,CN,credit_card,Mastercard,desktop,Chrome,243,1,2,0,39,icloud.com,0,0
TXN1006085,2023-02-04 22:09:00,22,3008.12,Luxury,FR,credit_card,Visa,desktop,Chrome,22,1,4,0,2,icloud.com,0,0
TXN1008674,2023-05-07 20:47:00,20,333.02,Electronics,US,debit_card,Amex,mobile,Edge,3,2,1,0,81,icloud.com,0,0
TXN1008341,2023-11-02 11:00:00,11,536.39,Jewelry,CN,prepaid_card,Visa,mobile,Safari,308,2,1,0,107,hotmail.com,0,0
TXN1007811,2023-09-22 06:44:00,6,410.24,Travel,US,debit_card,Mastercard,desktop,Chrome,48,1,2,0,144,hotmail.com,0,0
TXN1006084,2023-08-30 20:51:00,20,1163.1,Luxury,US,debit_card,Mastercard,desktop,Safari,1079,1,1,0,118,hotmail.com,0,0
TXN1008773,2023-06-03 15:31:00,15,1288.92,Travel,US,credit_card,Amex,desktop,Chrome,136,1,3,0,99,outlook.com,0,0
TXN1008757,2023-04-04 11:52:00,11,101.74,Fashion,BR,credit_card,Amex,desktop,Edge,433,1,1,0,85,gmail.com,0,0
TXN1001692,2023-06-08 12:32:00,12,55.28,Fashion,US,credit_card,Discover,desktop,Chrome,803,1,1,0,87,gmail.com,0,0
TXN1004734,2023-02-16 09:28:00,9,600.37,Travel,UK,credit_card,Visa,tablet,Safari,281,1,2,0,105,yahoo.com,0,0
TXN1003387,2023-10-15 15:48:00,15,484.36,Electronics,US,credit_card,Discover,desktop,Chrome,24,1,1,1,132,hotmail.com,0,0
TXN1003646,2023-08-28 11:03:00,11,1209.56,Luxury,US,debit_card,Visa,desktop,Safari,635,1,2,0,82,icloud.com,0,0
TXN1001683,2023-03-01 22:18:00,22,70.14,Fashion,UK,credit_card,Visa,desktop,Chrome,318,1,1,0,124,gmail.com,0,0
TXN1000008,2023-01-29 06:14:00,6,136.19,Fashion,MA,prepaid_card,Amex,mobile,Chrome,122,8,4,0,9,tempmail.com,1,1
TXN1006062,2023-01-14 18:12:00,18,62.98,Fashion,DE,digital_wallet,Mastercard,desktop,Chrome,276,1,1,0,79,outlook.com,0,0
TXN1006516,2023-08-05 15:53:00,15,65.79,Fashion,US,digital_wallet,Mastercard,mobile,Edge,272,1,4,0,65,outlook.com,0,0
TXN1004123,2023-07-28 13:13:00,13,264.54,Travel,UK,credit_card,Amex,desktop,Chrome,251,3,1,0,47,gmail.com,0,0
TXN1008729,2023-05-20 14:30:00,14,87.06,Jewelry,FR,debit_card,Mastercard,desktop,Firefox,983,2,1,0,88,gmail.com,0,0
TXN1006045,2023-09-05 13:08:00,13,54.68,Fashion,FR,debit_card,Visa,mobile,Chrome,2,3,3,0,135,hotmail.com,0,0
TXN1000567,2023-06-01 10:13:00,10,58.62,Fashion,US,credit_card,Visa,mobile,Safari,342,1,1,0,155,gmail.com,0,0
TXN1009161,2023-06-28 15:47:00,15,517.86,Electronics,US,credit_card,Discover,mobile,Firefox,421,2,2,0,69,gmail.com,0,0
TXN1001803,2023-02-24 11:08:00,11,98.87,Gaming,FR,debit_card,Amex,mobile,Chrome,181,1,4,0,70,icloud.com,0,0
TXN1008501,2023-03-17 17:00:00,17,57.34,Fashion,US,credit_card,Mastercard,tablet,Safari,470,1,2,0,104,icloud.com,1,0
TXN1004900,2023-08-20 13:16:00,13,488.88,Jewelry,UK,credit_card,Discover,mobile,Firefox,258,1,1,0,98,icloud.com,0,0
TXN1001599,2023-04-19 15:29:00,15,427.63,Electronics,IN,prepaid_card,Mastercard,desktop,Chrome,275,2,4,0,120,hotmail.com,0,0
TXN1007931,2023-05-19 16:00:00,16,216.44,Gaming,CN,credit_card,Visa,desktop,Chrome,762,1,2,0,189,yahoo.com,0,0
TXN1009547,2023-10-23 09:20:00,9,65.69,Fashion,FR,credit_card,Discover,desktop,Chrome,783,1,1,0,87,hotmail.com,0,0
TXN1002823,2023-06-26 14:47:00,14,174.52,Gaming,CN,digital_wallet,Discover,mobile,Chrome,147,2,3,0,73,gmail.com,0,0
TXN1005467,2023-01-19 13:18:00,13,64.7,Gift Cards,FR,debit_card,Discover,mobile,Safari,393,3,2,0,112,gmail.com,0,0
TXN1003529,2023-10-11 06:29:00,6,53.03,Gift Cards,US,credit_card,Mastercard,desktop,Chrome,12,1,2,0,106,icloud.com,0,0
TXN1008683,2023-05-25 14:33:00,14,32.27,Gift Cards,US,credit_card,Discover,mobile,Chrome,18,4,1,0,107,gmail.com,0,0
TXN1001155,2023-10-17 07:27:00,7,336.66,Software,US,digital_wallet,Discover,desktop,Chrome,701,1,1,0,106,outlook.com,0,0
TXN1006547,2023-08-28 08:26:00,8,143.69,Electronics,MA,digital_wallet,Mastercard,desktop,Unknown,2557,1,3,0,105,outlook.com,0,0
TXN1009088,2023-05-23 11:50:00,11,349.57,Electronics,FR,credit_card,Discover,desktop,Chrome,455,1,2,0,109,outlook.com,0,0
TXN1007620,2023-12-04 22:36:00,22,151.42,Travel,IN,prepaid_card,Visa,mobile,Safari,557,2,3,0,51,outlook.com,0,0
TXN1008296,2023-04-18 12:40:00,12,60.9,Fashion,BR,digital_wallet,Mastercard,mobile,Safari,430,1,1,0,69,outlook.com,0,0
TXN1004540,2023-02-20 14:52:00,14,228.45,Jewelry,US,digital_wallet,Visa,desktop,Chrome,463,2,1,0,124,gmail.com,0,0
TXN1009134,2023-12-23 15:05:00,15,65.54,Gift Cards,UK,debit_card,Visa,desktop,Chrome,86,1,1,0,84,icloud.com,0,0
TXN1006482,2023-06-15 13:32:00,13,376.68,Luxury,US,debit_card,Amex,desktop,Firefox,73,2,4,0,40,icloud.com,0,0
TXN1005826,2023-05-14 10:50:00,10,36.97,Software,BR,prepaid_card,Visa,desktop,Safari,126,1,2,0,83,outlook.com,0,0
TXN1001190,2023-07-17 11:18:00,11,74.32,Fashion,US,debit_card,Visa,desktop,Chrome,153,2,3,0,76,hotmail.com,0,0
TXN1007444,2023-10-24 21:00:00,21,749.17,Travel,US,credit_card,Mastercard,desktop,Safari,1596,1,3,0,123,gmail.com,0,0
TXN1008520,2023-01-19 14:17:00,14,83.36,Fashion,US,credit_card,Discover,desktop,Chrome,512,2,1,0,21,icloud.com,1,0
TXN1000960,2023-06-24 13:13:00,13,255.68,Travel,FR,debit_card,Visa,mobile,Chrome,13,3,4,0,44,icloud.com,0,0
TXN1007454,2023-06-21 13:40:00,13,915.82,Travel,US,credit_card,Mastercard,desktop,Chrome,144,1,4,0,70,hotmail.com,0,0
TXN1000036,2023-05-16 05:32:00,5,379.51,Travel,RU,prepaid_card,Discover,desktop,Unknown,27,5,6,1,7,gmail.com,1,1
TXN1007516,2023-01-21 07:20:00,7,1977.21,Travel,CN,digital_wallet,Discover,mobile,Chrome,323,1,1,0,115,icloud.com,0,0
TXN1007644,2023-02-23 15:57:00,15,72.95,Fashion,US,credit_card,Discover,desktop,Edge,246,2,1,1,68,icloud.com,0,0
TXN1004438,2023-02-05 08:30:00,8,166.63,Electronics,BR,debit_card,Amex,tablet,Chrome,401,1,4,0,118,outlook.com,0,0
TXN1006161,2023-06-29 14:26:00,14,418.43,Electronics,FR,credit_card,Visa,desktop,Chrome,1003,1,5,0,54,yahoo.com,0,0
TXN1007744,2023-05-21 06:36:00,6,51.08,Gift Cards,UK,digital_wallet,Mastercard,mobile,Chrome,44,2,4,0,126,icloud.com,0,0
TXN1009587,2023-06-22 15:00:00,15,59.52,Fashion,UK,credit_card,Mastercard,mobile,Chrome,272,1,1,0,48,hotmail.com,0,0
TXN1008119,2023-10-18 11:21:00,11,74.42,Fashion,US,credit_card,Amex,desktop,Chrome,154,1,2,0,90,hotmail.com,0,0
TXN1006967,2023-12-29 20:35:00,20,110.44,Software,IN,digital_wallet,Visa,desktop,Chrome,160,1,2,0,103,icloud.com,0,0
TXN1005718,2023-02-19 10:43:00,10,398.94,Jewelry,UK,credit_card,Amex,desktop,Chrome,818,2,2,0,102,gmail.com,0,0
TXN1000577,2023-03-08 21:10:00,21,528.76,Electronics,CN,credit_card,Visa,desktop,Chrome,463,1,3,0,24,hotmail.com,1,0
TXN1009833,2023-11-21 10:47:00,10,828.78,Luxury,FR,credit_card,Mastercard,desktop,Chrome,438,1,1,0,84,hotmail.com,0,0
TXN1004102,2023-11-06 16:46:00,16,198.93,Travel,US,credit_card,Mastercard,desktop,Chrome,287,1,1,0,136,yahoo.com,0,0
TXN1007646,2023-06-21 14:50:00,14,111.93,Electronics,DE,debit_card,Mastercard,tablet,Unknown,43,3,1,0,150,hotmail.com,0,0
TXN1004151,2023-05-13 15:42:00,15,361.34,Travel,IN,debit_card,Mastercard,desktop,Chrome,578,2,3,0,83,outlook.com,0,0
TXN1003130,2023-08-11 11:26:00,11,57.36,Fashion,MA,debit_card,Amex,desktop,Chrome,765,1,3,0,100,icloud.com,0,0
TXN1004890,2023-01-01 12:49:00,12,146.47,Travel,US,credit_card,Visa,tablet,Safari,25,1,2,0,70,outlook.com,1,0
TXN1009975,2023-11-11 16:15:00,16,181.35,Gaming,US,prepaid_card,Mastercard,tablet,Chrome,602,1,2,0,77,hotmail.com,0,0
TXN1007471,2023-10-16 13:15:00,13,169.46,Electronics,UK,debit_card,Amex,mobile,Safari,1011,1,2,1,114,gmail.com,0,0
TXN1001833,2023-01-11 15:19:00,15,1039.48,Travel,MA,credit_card,Amex,mobile,Safari,39,1,2,0,78,yahoo.com,0,0
TXN1009148,2023-08-19 13:10:00,13,152.53,Electronics,UK,debit_card,Discover,desktop,Chrome,322,2,2,0,25,gmail.com,0,0
TXN1004891,2023-10-01 14:26:00,14,1000.03,Travel,IN,credit_card,Discover,mobile,Safari,477,1,2,0,128,yahoo.com,0,0
TXN1002287,2023-09-05 13:18:00,13,231.49,Electronics,FR,credit_card,Discover,tablet,Chrome,190,3,2,0,144,icloud.com,0,0
TXN1001330,2023-12-05 20:46:00,20,69.54,Software,UK,credit_card,Mastercard,mobile,Safari,816,1,1,0,59,hotmail.com,0,0
TXN1002771,2023-04-13 13:13:00,13,38.3,Fashion,US,credit_card,Amex,desktop,Chrome,421,1,3,0,2,yahoo.com,0,0
TXN1003686,2023-04-20 11:30:00,11,85.62,Fashion,US,debit_card,Mastercard,desktop,Safari,980,3,1,0,123,gmail.com,0,0
TXN1008283,2023-11-08 16:33:00,16,79.56,Fashion,DE,debit_card,Discover,mobile,Chrome,717,1,2,0,46,gmail.com,1,0
TXN1005928,2023-12-31 11:06:00,11,214.35,Travel,UK,debit_card,Visa,mobile,Edge,2489,1,2,0,134,icloud.com,0,0
TXN1000637,2023-03-31 11:24:00,11,1362.67,Luxury,BR,digital_wallet,Mastercard,mobile,Chrome,22,1,1,0,26,hotmail.com,0,0
TXN1000047,2023-09-24 07:59:00,7,119.13,Electronics,MA,credit_card,Visa,mobile,Unknown,23,11,4,0,9,yahoo.com,1,1
TXN1002602,2023-05-15 15:04:00,15,457.16,Travel,CN,credit_card,Visa,desktop,Firefox,338,1,4,0,79,outlook.com,0,0
TXN1001965,2023-03-08 15:29:00,15,41.8,Fashion,US,credit_card,Discover,mobile,Chrome,622,1,1,0,43,hotmail.com,0,0
TXN1002168,2023-01-11 16:31:00,16,614.65,Jewelry,BR,digital_wallet,Discover,mobile,Safari,1318,1,2,0,40,hotmail.com,0,0
TXN1005049,2023-01-30 16:22:00,16,97.04,Fashion,US,prepaid_card,Amex,desktop,Unknown,715,1,2,1,145,outlook.com,0,0
TXN1003334,2023-07-28 08:54:00,8,562.39,Travel,US,debit_card,Visa,mobile,Chrome,82,2,1,1,130,gmail.com,0,0
TXN1003019,2023-02-27 10:21:00,10,100.85,Fashion,IN,debit_card,Discover,mobile,Chrome,1141,1,2,0,82,hotmail.com,0,0
TXN1008764,2023-10-30 17:22:00,17,375.44,Electronics,US,debit_card,Amex,desktop,Safari,451,1,3,0,24,gmail.com,0,0
TXN1009176,2023-02-06 16:49:00,16,239.97,Jewelry,US,credit_card,Amex,desktop,Safari,511,2,2,0,134,gmail.com,0,0
TXN1001360,2023-03-24 12:39:00,12,72.38,Fashion,IN,digital_wallet,Discover,tablet,Chrome,167,2,1,0,124,gmail.com,0,0
TXN1005798,2023-12-06 10:59:00,10,123.2,Gaming,US,credit_card,Discover,desktop,Chrome,113,1,2,0,155,icloud.com,0,0
TXN1009400,2023-11-02 14:50:00,14,43.36,Fashion,MA,credit_card,Discover,mobile,Chrome,72,1,4,0,83,outlook.com,0,0
TXN1003251,2023-10-02 16:47:00,16,75.61,Gift Cards,FR,credit_card,Mastercard,desktop,Chrome,140,3,2,0,40,yahoo.com,0,0
TXN1006300,2023-11-20 15:41:00,15,131.98,Electronics,BR,debit_card,Mastercard,mobile,Safari,2616,1,2,0,159,hotmail.com,0,0
TXN1002251,2023-04-06 07:46:00,7,379.27,Travel,US,credit_card,Amex,mobile,Chrome,386,2,1,0,135,yahoo.com,0,0
TXN1006027,2023-02-21 13:38:00,13,50.9,Fashion,UK,credit_card,Mastercard,mobile,Safari,397,1,3,0,94,outlook.com,0,0
TXN1001175,2023-09-05 13:48:00,13,40.09,Fashion,MA,credit_card,Visa,desktop,Chrome,373,2,4,0,55,yahoo.com,0,0
TXN1008799,2023-06-02 18:31:00,18,53.21,Fashion,US,credit_card,Amex,desktop,Chrome,88,2,1,0,89,yahoo.com,0,0
TXN1003279,2023-02-17 10:16:00,10,1212.94,Jewelry,US,credit_card,Visa,desktop,Chrome,335,1,1,0,138,icloud.com,0,0
TXN1002973,2023-03-24 15:05:00,15,148.12,Electronics,UK,credit_card,Discover,mobile,Chrome,450,2,3,0,77,yahoo.com,0,0
TXN1003396,2023-04-09 08:49:00,8,75.31,Software,US,digital_wallet,Amex,desktop,Edge,189,1,1,0,68,icloud.com,0,0
TXN1006939,2023-10-09 10:10:00,10,120.62,Gaming,UK,credit_card,Mastercard,desktop,Chrome,61,2,4,0,111,outlook.com,0,0
TXN1000965,2023-02-25 10:43:00,10,608.77,Jewelry,FR,credit_card,Mastercard,mobile,Chrome,407,3,1,0,64,outlook.com,0,0
TXN1008574,2023-03-11 14:59:00,14,324.42,Electronics,IN,digital_wallet,Discover,desktop,Chrome,120,2,1,0,100,outlook.com,1,0
TXN1000742,2023-10-08 09:28:00,9,71.89,Fashion,US,credit_card,Mastercard,desktop,Chrome,129,1,1,0,76,icloud.com,0,0
TXN1007514,2023-04-18 18:23:00,18,97.6,Fashion,DE,credit_card,Amex,mobile,Chrome,1104,1,1,0,80,gmail.com,0,0
TXN1003314,2023-03-08 12:23:00,12,428.27,Luxury,UK,credit_card,Visa,mobile,Chrome,386,2,1,0,93,icloud.com,0,0
TXN1004898,2023-02-07 12:35:00,12,207.62,Fashion,MA,credit_card,Discover,desktop,Safari,961,3,1,0,40,icloud.com,1,0
TXN1009340,2023-10-27 18:51:00,18,173.43,Gaming,US,credit_card,Discover,desktop,Edge,946,2,4,0,82,hotmail.com,0,0
TXN1004672,2023-05-06 15:12:00,15,41.13,Fashion,FR,debit_card,Discover,desktop,Safari,640,1,4,0,60,hotmail.com,0,0
TXN1008618,2023-06-04 10:35:00,10,206.47,Travel,BR,digital_wallet,Mastercard,desktop,Edge,373,1,1,0,55,gmail.com,0,0
TXN1001217,2023-08-08 20:22:00,20,528.21,Luxury,US,credit_card,Mastercard,mobile,Edge,9,1,2,0,113,outlook.com,0,0
TXN1004397,2023-09-09 06:07:00,6,50.65,Gift Cards,FR,debit_card,Discover,desktop,Safari,700,1,1,0,140,yahoo.com,1,0
TXN1006080,2023-12-08 11:00:00,11,127.02,Electronics,CN,debit_card,Amex,desktop,Edge,1594,1,5,0,50,outlook.com,0,0
TXN1002614,2023-09-25 09:26:00,9,64.9,Fashion,US,digital_wallet,Amex,mobile,Edge,47,1,3,0,91,outlook.com,0,0
TXN1002620,2023-06-29 20:04:00,20,1163.29,Luxury,US,debit_card,Visa,desktop,Safari,135,1,4,0,89,hotmail.com,0,0
TXN1008714,2023-09-05 09:54:00,9,119.91,Fashion,US,debit_card,Mastercard,desktop,Edge,925,1,2,0,100,hotmail.com,0,0
TXN1007282,2023-06-02 16:43:00,16,61.82,Fashion,US,credit_card,Amex,tablet,Chrome,242,1,1,0,166,yahoo.com,0,0
TXN1003379,2023-04-10 09:11:00,9,32.44,Software,US,credit_card,Visa,desktop,Chrome,123,2,5,0,110,gmail.com,0,0
TXN1007301,2023-11-14 06:39:00,6,92.37,Travel,US,debit_card,Discover,mobile,Safari,58,1,1,0,15,gmail.com,0,0
TXN1009857,2023-08-11 15:53:00,15,22.51,Fashion,US,digital_wallet,Amex,desktop,Chrome,846,3,3,0,40,hotmail.com,0,0
TXN1005605,2023-12-02 14:27:00,14,281.79,Electronics,US,debit_card,Amex,mobile,Chrome,948,2,2,0,75,icloud.com,0,0
TXN1009813,2023-10-05 09:14:00,9,1145.55,Travel,US,credit_card,Discover,desktop,Safari,214,2,3,0,105,yahoo.com,0,0
TXN1005786,2023-05-24 09:15:00,9,469.39,Travel,US,debit_card,Mastercard,mobile,Chrome,41,1,1,0,117,hotmail.com,1,0
TXN1008518,2023-09-08 14:53:00,14,359.84,Electronics,UK,credit_card,Visa,desktop,Safari,105,1,3,0,55,outlook.com,0,0
TXN1006850,2023-07-23 09:25:00,9,92.01,Fashion,DE,credit_card,Discover,mobile,Firefox,42,2,3,0,150,yahoo.com,0,0
TXN1001516,2023-02-26 10:21:00,10,148.45,Gaming,UK,digital_wallet,Amex,tablet,Firefox,127,3,2,0,74,hotmail.com,0,0
TXN1005098,2023-08-27 11:28:00,11,98.4,Gaming,DE,credit_card,Amex,desktop,Edge,45,2,1,0,91,hotmail.com,0,0
TXN1007636,2023-04-12 11:56:00,11,148.42,Fashion,FR,debit_card,Visa,mobile,Safari,101,2,3,0,84,yahoo.com,0,0
TXN1009085,2023-06-27 17:00:00,17,58.81,Electronics,US,credit_card,Discover,desktop,Chrome,1682,4,4,0,74,yahoo.com,0,0
TXN1008023,2023-04-21 15:06:00,15,26.73,Gaming,US,debit_card,Visa,tablet,Chrome,118,1,1,0,135,hotmail.com,0,0
TXN1002392,2023-09-14 17:52:00,17,345.48,Travel,UK,credit_card,Discover,tablet,Firefox,76,3,1,1,151,icloud.com,0,0
TXN1000586,2023-06-27 10:28:00,10,988.38,Travel,IN,digital_wallet,Mastercard,mobile,Chrome,443,1,1,0,78,icloud.com,0,0
TXN1003519,2023-09-24 16:33:00,16,115.51,Gaming,UK,debit_card,Mastercard,tablet,Chrome,541,2,4,0,42,outlook.com,0,0
TXN1007653,2023-10-09 06:30:00,6,206.15,Travel,US,digital_wallet,Discover,tablet,Chrome,2431,2,1,0,114,yahoo.com,0,0
TXN1008946,2023-11-02 09:00:00,9,67.02,Fashion,CN,digital_wallet,Visa,mobile,Firefox,98,2,2,0,132,hotmail.com,0,0
TXN1000850,2023-01-10 12:22:00,12,550.08,Luxury,CN,digital_wallet,Visa,mobile,Chrome,460,2,5,0,62,hotmail.com,0,0
TXN1000335,2023-05-07 03:17:00,3,205.82,Gift Cards,UK,debit_card,Visa,mobile,Chrome,20,5,4,1,2,throwam.com,0,1
TXN1006634,2023-03-27 16:26:00,16,77.29,Fashion,FR,digital_wallet,Mastercard,mobile,Chrome,730,1,1,0,39,icloud.com,0,0
TXN1008972,2023-01-22 15:28:00,15,22.66,Gaming,MA,digital_wallet,Amex,desktop,Firefox,1140,2,2,0,100,outlook.com,0,0
TXN1007493,2023-12-10 12:37:00,12,235.26,Software,US,debit_card,Discover,desktop,Safari,179,1,1,0,94,outlook.com,0,0
TXN1002868,2023-07-15 15:35:00,15,49.69,Gift Cards,US,debit_card,Visa,desktop,Chrome,263,2,1,0,50,outlook.com,0,0
TXN1004872,2023-09-06 13:27:00,13,86.45,Fashion,CN,debit_card,Visa,desktop,Safari,718,3,1,0,61,gmail.com,0,0
TXN1003550,2023-08-17 11:38:00,11,47.71,Fashion,FR,prepaid_card,Amex,mobile,Edge,605,2,1,0,170,icloud.com,0,0
TXN1003842,2023-08-09 20:37:00,20,91.76,Electronics,US,digital_wallet,Amex,desktop,Chrome,85,1,1,0,133,gmail.com,1,0
TXN1007262,2023-05-17 09:44:00,9,127.14,Gaming,IN,credit_card,Mastercard,mobile,Chrome,107,1,1,0,87,outlook.com,0,0
TXN1005824,2023-08-10 11:37:00,11,210.24,Electronics,CN,debit_card,Amex,mobile,Chrome,1033,1,1,1,146,hotmail.com,0,0
TXN1000023,2023-06-23 03:51:00,3,511.26,Electronics,US,credit_card,Amex,tablet,Unknown,69,6,3,0,2,10minutemail.com,1,1
TXN1001453,2023-06-25 22:40:00,22,59.71,Gaming,DE,debit_card,Amex,desktop,Firefox,67,1,2,0,180,outlook.com,0,0
TXN1001684,2023-10-31 18:59:00,18,150.97,Electronics,US,debit_card,Visa,mobile,Chrome,1570,3,3,0,111,gmail.com,0,0
TXN1002310,2023-08-31 22:00:00,22,48.81,Fashion,CN,credit_card,Mastercard,mobile,Chrome,964,2,1,0,79,yahoo.com,0,0
TXN1009063,2023-05-04 07:15:00,7,50.13,Software,IN,debit_card,Amex,mobile,Chrome,320,1,1,0,145,yahoo.com,0,0
TXN1009406,2023-04-24 13:44:00,13,660.65,Luxury,DE,digital_wallet,Visa,tablet,Edge,1442,1,2,0,104,yahoo.com,0,0
TXN1000381,2023-06-13 14:38:00,14,549.16,Travel,DE,debit_card,Amex,desktop,Edge,321,1,1,0,124,hotmail.com,0,0
TXN1005814,2023-09-03 12:53:00,12,76.12,Software,US,credit_card,Amex,mobile,Chrome,1174,1,1,0,111,gmail.com,0,0
TXN1005550,2023-01-26 09:39:00,9,240.9,Jewelry,BR,debit_card,Visa,mobile,Firefox,438,2,1,0,77,gmail.com,0,0
TXN1009308,2023-09-13 14:06:00,14,62.2,Gift Cards,FR,credit_card,Visa,tablet,Safari,1067,1,2,0,99,hotmail.com,0,0
TXN1001618,2023-03-14 13:13:00,13,54.77,Fashion,US,debit_card,Mastercard,desktop,Chrome,423,3,1,0,103,yahoo.com,0,0
TXN1000789,2023-09-25 12:42:00,12,112.74,Gaming,UK,credit_card,Amex,mobile,Chrome,201,2,1,1,69,yahoo.com,0,0
TXN1005983,2023-02-26 06:33:00,6,680.14,Jewelry,FR,debit_card,Discover,mobile,Chrome,1119,1,1,0,37,yahoo.com,0,0
TXN1008672,2023-03-11 15:48:00,15,367.37,Jewelry,US,debit_card,Amex,tablet,Safari,184,1,3,1,74,gmail.com,0,0
TXN1004475,2023-10-25 15:43:00,15,502.58,Travel,MA,prepaid_card,Visa,mobile,Chrome,184,2,1,0,86,icloud.com,0,0
TXN1005606,2023-08-03 06:22:00,6,44.6,Fashion,FR,credit_card,Amex,tablet,Edge,667,2,3,0,84,icloud.com,0,0
TXN1009312,2023-10-08 12:24:00,12,50.22,Fashion,IN,debit_card,Amex,mobile,Chrome,353,1,3,0,106,hotmail.com,0,0
TXN1005648,2023-04-30 11:05:00,11,292.27,Electronics,UK,debit_card,Amex,desktop,Edge,231,1,3,0,164,outlook.com,0,0
TXN1006216,2023-10-21 15:23:00,15,1532.19,Luxury,US,debit_card,Visa,mobile,Safari,335,1,2,0,104,outlook.com,0,0
TXN1002286,2023-05-30 13:27:00,13,86.01,Fashion,US,digital_wallet,Amex,desktop,Unknown,13,2,1,0,130,outlook.com,0,0
TXN1009993,2023-10-16 13:41:00,13,140.9,Gaming,US,debit_card,Amex,mobile,Safari,1352,2,2,0,150,gmail.com,0,0
TXN1007578,2023-03-19 08:03:00,8,108.1,Software,US,debit_card,Amex,tablet,Chrome,12,2,1,0,121,icloud.com,0,0
TXN1001183,2023-05-25 09:10:00,9,65.8,Fashion,IN,debit_card,Amex,mobile,Chrome,380,2,3,0,82,icloud.com,1,0
TXN1006001,2023-06-29 22:47:00,22,819.56,Luxury,IN,digital_wallet,Mastercard,desktop,Chrome,67,1,2,0,117,yahoo.com,0,0
TXN1005090,2023-07-05 09:52:00,9,863.19,Electronics,UK,digital_wallet,Amex,desktop,Chrome,429,1,1,0,146,hotmail.com,0,0
TXN1002516,2023-05-18 12:14:00,12,51.4,Fashion,DE,credit_card,Amex,mobile,Chrome,174,1,2,0,68,outlook.com,0,0
TXN1004122,2023-05-08 16:12:00,16,29.46,Gift Cards,UK,credit_card,Discover,desktop,Safari,395,1,2,0,118,hotmail.com,0,0
TXN1005521,2023-06-18 13:02:00,13,94.12,Fashion,US,prepaid_card,Mastercard,desktop,Chrome,362,1,1,0,111,gmail.com,0,0
TXN1005627,2023-04-18 11:21:00,11,25.82,Fashion,DE,debit_card,Visa,mobile,Chrome,1807,1,1,0,131,gmail.com,0,0
TXN1008360,2023-02-04 15:06:00,15,149.74,Jewelry,FR,credit_card,Discover,mobile,Chrome,201,1,2,0,37,icloud.com,0,0
TXN1005872,2023-01-18 17:50:00,17,797.08,Electronics,RU,credit_card,Discover,mobile,Chrome,129,1,1,0,49,outlook.com,0,0
TXN1008612,2023-05-08 13:09:00,13,87.23,Fashion,US,credit_card,Mastercard,mobile,Chrome,382,1,3,0,146,yahoo.com,0,0
TXN1007727,2023-07-07 12:52:00,12,58.08,Software,UK,credit_card,Mastercard,desktop,Firefox,331,1,2,0,157,hotmail.com,0,0
TXN1005968,2023-08-17 09:57:00,9,236.2,Electronics,US,prepaid_card,Mastercard,mobile,Safari,637,1,1,0,107,icloud.com,0,0
TXN1001180,2023-05-23 15:37:00,15,59.31,Fashion,US,credit_card,Mastercard,mobile,Chrome,97,1,2,0,94,yahoo.com,0,0
TXN1008762,2023-09-04 12:05:00,12,257.75,Electronics,BR,digital_wallet,Amex,mobile,Chrome,205,1,2,0,78,icloud.com,0,0
TXN1008235,2023-12-28 13:44:00,13,76.58,Fashion,UK,digital_wallet,Mastercard,mobile,Safari,562,1,1,0,82,hotmail.com,0,0
TXN1002818,2023-09-17 19:00:00,19,111.08,Electronics,RU,prepaid_card,Amex,mobile,Unknown,140,2,1,1,59,yahoo.com,0,0
TXN1009964,2023-07-18 13:31:00,13,114.26,Software,US,digital_wallet,Visa,desktop,Chrome,256,2,3,0,65,icloud.com,0,0
